depth,min,max,median,mean,Acer rubrum,Acer saccharum-type,Alnus incana-type,Amaranthaceae,Ambrosia-type,Anacardiaceae,Angiospermae undiff. (herbs),Artemisia,Asteroideae undiff.,Betula,Caprifoliaceae sensu lato,Carya,Castanea,Cyperaceae,Ericaceae,Fagus,Fraxinus pennsylvanica-type,Juglans cinerea,Juglans nigra,Larix,Liquidambar,Lycopodium-type,Osmunda,Ostrya/Carpinus,Picea,Pinus,Plantago,Platanus,Poaceae undiff.,Polypodiophyta undiff.,Populus,Prunus/Sorbus,Quercus,Rumex,Sphagnum,Tsuga,Ulmus,Vitis,Dryopteris-type,Menyanthes trifoliata,Myrica,Poaceae (Cerealia),Pteridium-type,Apiaceae,Equisetum,Fraxinus nigra-type,Nyssa,Brasenia schreberi,Corylus,Celtis,Diospyros-type,Rhamnaceae,Sagittaria,Acer negundo,Nuphar,Thalictrum,Cornus,Salix,Cupressaceae,Myriophyllum,Nymphaea,Ilex,Rubiaceae undiff.,Spermatophyta undiff. (aquatics),Potamogetonaceae,Galium,Polygonum sensu lato,Sparganium-type,Tilia,Isoëtes,Typha latifolia,Rhamnaceae/Vitaceae undiff.,Taxus,Abies,Urtica-type,Alnus viridis-type,Morus,Sanguisorba,Spermatophyta undiff. (shrubs),Moraceae undiff.,Caryophyllaceae,Selaginella
898,4966,5869,5344,5363,0,1.003344482,1.337792642,0,0.668896321,0,0,0,0.334448161,3.010033445,0,0,0,0,0,0.334448161,0.334448161,0,0,0,0,0,0,2.675585284,0,25.4180602,0,0.334448161,0,0,0.334448161,0,52.5083612,0,0,7.357859532,1.003344482,0,0.334448161,0,0,0,1.672240803,0,0,0.668896321,0,0,0.334448161,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,5038,5938,5413,5433,0.33557047,0.67114094,0.67114094,0,0,0,0,0.33557047,0,3.355704698,0,0,0,0.33557047,0,0.33557047,0,0.33557047,0,0,0,0,0,1.006711409,0.33557047,34.22818792,0,0.33557047,1.006711409,0,0,0,38.59060403,0,0,10.73825503,2.684563758,0,1.342281879,0,0.33557047,0,2.013422819,0,0,0.33557047,0,0,0.33557047,0,0,0.33557047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,5137,6036,5511,5531,0,0.664451827,0.996677741,0,0,0,0,0,0.664451827,5.315614618,0,0,0,0.664451827,0,0,0.664451827,0,0,0,0,0,0.332225914,1.661129568,0,33.22259136,0,0.332225914,0.996677741,0,0.332225914,0,38.53820598,0,0.332225914,9.302325581,0.332225914,0,0.332225914,0,0,0,2.990033223,0,0,1.328903654,0,0,0,0,0,0,0,0,0,0,0,0.332225914,0.332225914,0,0,0.332225914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,5239,6139,5612,5629,0,1.328903654,0.664451827,0,0.664451827,0,0,0,0.332225914,5.647840532,0,0.664451827,0,0.332225914,0,0,0.996677741,0,0,0,0,0,0,1.993355482,0.332225914,33.22259136,0,0.332225914,0.332225914,0,0.996677741,0,37.20930233,0,0.664451827,8.637873754,1.661129568,0,0.996677741,0,0,0,1.328903654,0,0,1.328903654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332225914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,5343,6231,5709,5729,0,0,1.324503311,0,0.662251656,0,0,0,0,3.311258278,0,0,0,0.662251656,0,0.662251656,0.331125828,0.662251656,0,0,0,0,0.331125828,1.986754967,0.331125828,35.7615894,0,0,0,0,0.331125828,0,21.52317881,0,0,24.50331126,1.986754967,0,2.317880795,0,0,0,1.655629139,0,0,0.662251656,0,0.662251656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,5464,6363,5837,5855,0.331125828,0.331125828,0.331125828,0,0,0,0,0,0,3.642384106,0,0,0,0.331125828,0,0,0.331125828,0,0,0,0,0.331125828,0,1.324503311,0,41.05960265,0,0,0.331125828,0,0,0,24.17218543,0,0,22.51655629,1.324503311,0,1.655629139,0,0,0,0,0,0,0.331125828,0,0,0.662251656,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662251656,0,0,0,0,0,0,0,0
1020,5542,6422,5900,5922,0,1.237623762,1.237623762,0,0.247524752,0,0,0.247524752,0.247524752,4.95049505,0,0,0.247524752,0.247524752,0.247524752,0,0,0,0,0,0,0,0.247524752,2.475247525,0,47.27722772,0,0.495049505,0.495049505,0,0.99009901,0,25.4950495,0,0.495049505,7.425742574,0.742574257,0,0.742574257,0,0,0,1.98019802,0,0,0.99009901,0,0.247524752,0,0,0,0,0,0,0,0,0,0,0,0.247524752,0,0.247524752,0,0,0,0,0,0,0.247524752,0,0,0,0,0.247524752,0,0,0,0,0,0,0,0
1040,5648,6523,6000,6021,0.668896321,2.341137124,0.668896321,0,0.668896321,0,0,0,0,3.010033445,0,0,0,0.668896321,0.334448161,0,0,0,0,0,0,0.334448161,0,2.675585284,0,58.19397993,0,0,0,0,0,0,22.74247492,0,0,4.347826087,0.668896321,0,1.003344482,0,0.334448161,0,0.334448161,0,0,0.334448161,0,0,0.334448161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0,0,0,0
1060,5768,6627,6111,6133,0,0.993377483,1.324503311,0,0,0,0,0,0,5.960264901,0,0,0,0,0,0.331125828,0,0,0,0,0,0,0,2.317880795,0.331125828,68.54304636,0,0.331125828,0,0,0,0,17.21854305,0,0,0.662251656,0.993377483,0,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0.331125828,0,0,0,0,0,0
1070,5826,6685,6176,6197,1.208459215,2.114803625,1.510574018,0,0,0,0,0,0,5.135951662,0,0,0,0,0,0,0,0,0,0,0,0.302114804,0.302114804,1.208459215,0.302114804,68.58006042,0,0,0,0,0,0,15.70996979,0,0,0.906344411,0.302114804,0,0.604229607,0,0,0,0.604229607,0,0,0,0,0,0.302114804,0,0,0,0,0,0,0,0,0,0.604229607,0,0,0.302114804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,5888,6752,6239,6261,0.303030303,1.515151515,0.909090909,0,0,0,0,0,0.303030303,8.787878788,0,0.606060606,0.303030303,0.606060606,0,0,0,0,0,0.909090909,0,0,0,1.515151515,0.909090909,56.96969697,0,0,0,0,0.606060606,0,16.36363636,0,0,1.212121212,1.212121212,0,0.606060606,0,0,0,0.606060606,0,0,1.212121212,0,0,0.606060606,0,0,0,0,0,0,0.303030303,0,0.303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,0,0,0,0,0,0,0,0
1090,5949,6815,6302,6323,0,0.3003003,2.102102102,0,0,0,0,0,0,14.71471471,0,0,0,1.801801802,0.3003003,0.3003003,0.3003003,0.600600601,0,1.201201201,0,0,0,0.900900901,3.003003003,44.74474474,0,0,0.3003003,0,0.600600601,0,14.71471471,0,0.3003003,0.900900901,0.900900901,0,0.3003003,0,0.3003003,0,3.303303303,0,0,3.003003003,0,0,0,0,0,0,0,0,0,0.3003003,0,0.3003003,0,0,0,0,0,0,0,0,0,0,0,0.600600601,0,0,0,3.303303303,0,0.600600601,0,0,0,0,0,0
1098,6036,6928,6404,6423,0,0.602409639,3.313253012,0,0,0,0,0,0.301204819,18.37349398,0.301204819,0,0,2.108433735,0.602409639,0,0,0,0,0.602409639,0,1.506024096,0.602409639,0.903614458,8.13253012,34.3373494,0,0,0.602409639,0,0.602409639,0,13.55421687,0,0,1.506024096,0.602409639,0,0.602409639,0,0,0,3.915662651,0,0,1.807228916,0,0,0.602409639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301204819,0,0,0.301204819,2.409638554,0,1.506024096,0,0,0,0,0,0
1110,6076,6930,6425,6448,0,0.609756098,7.012195122,0,0,0,0,0,0,19.81707317,0,0.304878049,0,2.43902439,0,0,0,0,0,0.609756098,0,0.609756098,0,0.304878049,5.182926829,34.45121951,0,0,0.914634146,0,0.304878049,0.609756098,14.02439024,0,0,1.524390244,0.609756098,0,0.609756098,0,0,0,0.609756098,0,0,2.43902439,0,0,0.609756098,0,0,0,0,0,0.304878049,0,0,0.304878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304878049,4.268292683,0,1.219512195,0,0,0,0,0,0
1120,6153,6992,6489,6511,0,0,3.614457831,0,0,0,0,0,0,33.73493976,0.301204819,0,0,0,0.301204819,0,0,0,0,0.301204819,0,0.301204819,0,2.710843373,11.44578313,25.60240964,0,0,0.301204819,0,0.301204819,0,11.74698795,0,0,1.506024096,0.301204819,0,0.602409639,0,0,0,0,0,0,0.602409639,0,0,0.602409639,0,0,0,0,0,0,0,0,0.301204819,0,0.301204819,0,0,0,0,0.301204819,0,0,0,0,0.301204819,0,0,0.301204819,3.012048193,0,0.903614458,0,0.301204819,0,0,0,0
1130,6220,7056,6549,6574,0,0,6.948640483,0,0,0,0,0,0.604229607,25.3776435,0.302114804,0,0,1.510574018,0.302114804,0,0,0,0,0.604229607,0,0,0,0.302114804,9.365558912,34.74320242,0,0,0,0,0.906344411,0,11.48036254,0,0,0.604229607,0.604229607,0,0,0,0,0,0,0,0,0.604229607,0,0,0,0,0,0,0,0,0,0,0,1.208459215,0,0,0,0,0,0,0,0,0,0,0,0.302114804,0,0,0,3.32326284,0,0.906344411,0,0,0,0,0,0
1140,6303,7115,6615,6638,0,0,6.948640483,0,0,0,0,0,0.302114804,21.14803625,0,0,0,0.604229607,0,0,0.302114804,0,0,0,0,0,0,0.302114804,10.87613293,34.44108761,0,0,0.906344411,0,0,0.302114804,11.17824773,0,0,0.906344411,0.906344411,0,0.604229607,0,0.302114804,0,0.302114804,0,0,0,0.302114804,0,0,0,0,0,0,0,0,0,0,0.302114804,0.302114804,0,0,0,0,0,0,0.302114804,0,0,0,0,0,0,0,6.344410876,0,2.114803625,0,0,0,0,0,0
1148,6419,7208,6716,6740,0,0,9.253731343,0,0,0,0,0,0,18.80597015,0.298507463,0,0,0,0,0.298507463,0,0,0,0.298507463,0,0,0,2.985074627,11.34328358,29.25373134,0,0,0.895522388,0,0,0.298507463,12.53731343,0,0.298507463,0.597014925,0.298507463,0,0.597014925,0,0,0,0,0,0,0,0,0,0.895522388,0,0,0,0,0,0.298507463,0,0,0.298507463,0.298507463,0,0,0,0,0,0,0,0,0,0,0.298507463,0,0,0,7.76119403,0,2.089552239,0,0,0,0,0,0
1160,6439,7240,6746,6769,0,0.302114804,9.063444109,0,0.302114804,0,0,0,0.302114804,4.531722054,0,0,0,1.208459215,0,0.302114804,0.302114804,0,0,0.302114804,0,0,0,1.510574018,10.27190332,45.92145015,0,0,1.208459215,0,0.302114804,0,11.17824773,0,0,0,1.208459215,0,0.302114804,0,0,0,0.302114804,0,0,0.302114804,0,0,0.302114804,0,0,0,0,0,0.302114804,0.302114804,0,0.302114804,0,0,0,0,0,0,0,0.302114804,0,0,0,0,0.302114804,0,0,1.510574018,0,7.552870091,0,0,0,0,0,0
1170,6493,7325,6812,6838,0,0,6.269592476,0,0,0,0,0,0,3.761755486,0,0,0,0,0,0,0,0,0,0,0,0,0,1.880877743,10.65830721,47.64890282,0,0,0,0,0.626959248,0,13.79310345,0,0,0.313479624,0,0,0.313479624,0,0,0,0,0,0,1.880877743,0,0,0.313479624,0.626959248,0,0,0,0,0.313479624,0,0,0.626959248,0.626959248,0,0,0.313479624,0,0,0,0,0,0,0,0,0,0,0,6.5830721,0,3.448275862,0,0,0,0,0,0
1180,6546,7397,6881,6906,0,0,4.833836858,0,0,0,0,0,0.302114804,5.135951662,0,0,0,1.208459215,0.302114804,0.302114804,0,0,0,0,0,0.302114804,0,2.719033233,6.64652568,53.17220544,0,0,0,0,0.302114804,0,15.10574018,0,0,0,0.302114804,0,0.302114804,0,0.302114804,0,0.604229607,0,0,0.906344411,0,0,1.510574018,0,0,0,0,0,0.302114804,0,0,0.604229607,0,0,0,0,0,0,0,0,0,0.604229607,0,0.302114804,0,0,0,1.510574018,0,2.416918429,0,0,0,0,0,0
1190,6599,7472,6948,6974,0,0,5.537459283,0.325732899,0,0,0,0.325732899,0.325732899,10.09771987,0.325732899,0,0,2.931596091,0.325732899,0.977198697,0,0.325732899,0,0,0,0,0,2.931596091,14.65798046,34.5276873,0,0.325732899,0.977198697,0,0.325732899,0,10.09771987,0,0,0,0,0,0,0,0,0,1.954397394,0,0,3.583061889,0,0,0.325732899,0,0,0,0,0,0,0,0,0.977198697,0.325732899,0.325732899,0.325732899,0,0,0,0,0,0,0.325732899,0,0,0,0,0,4.885993485,0,0.977198697,0,0.325732899,0.325732899,0,0,0
1195,6653,7542,7012,7040,0,0,5.016722408,0,0.334448161,0,0,0,0.334448161,2.675585284,0.334448161,0,0,1.003344482,0,0.668896321,0.668896321,0.334448161,0,0,0,0.334448161,0,4.347826087,7.692307692,54.51505017,0,0.334448161,1.003344482,0,0.668896321,0,12.04013378,0,0,0,0,0,1.003344482,0,0,0,0,0,0,1.672240803,0,0,1.003344482,0,0,0,0,0,0,0.334448161,0,0.334448161,0.334448161,0,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0,2.341137124,0,0.334448161,0,0,0,0,0,0
1210,6706,7626,7087,7110,0,0,1.672240803,0,0.334448161,0,0,0,0.334448161,3.010033445,0,0.334448161,0,1.003344482,0,1.003344482,0,0,0,0,0,0,0,8.026755853,13.37792642,51.17056856,0,0,0,0,0,0,10.70234114,0,0,0.334448161,0,0,0.668896321,0,0,0,0.334448161,0,0,0.334448161,0,0,0,0.334448161,0,0,0,0,0,0.334448161,0,0,0.334448161,0,0,0,0,0,0.334448161,0,0,0,0,0,0,0,0,5.351170569,0.334448161,0.334448161,0,0,0,0,0,0
1220,6764,7706,7154,7179,0,0,1.650165017,0,0.330033003,0,0,0.660066007,0,7.590759076,0,0,0,0.330033003,0,0.330033003,0,0,0,0,0,0.330033003,0,6.270627063,20.4620462,37.95379538,0,0,0.99009901,0,1.320132013,0,9.240924092,0,0,0,0,0,1.98019802,0,0,0,0.330033003,0,0,2.97029703,0.330033003,0,0,0,0,0,0,0,0,0,0,1.320132013,0,0,0,0,0,0,0.330033003,0,0,0,0,0,0.330033003,0,0,4.290429043,0,0,0,0.330033003,0,0.330033003,0,0
1230,6823,7790,7225,7247,0,0.331125828,0.993377483,0.331125828,0.662251656,0,0,0.993377483,0.993377483,5.298013245,0,0.331125828,0,1.986754967,0,0,0,0,0,0,0,0,0,6.953642384,34.76821192,16.88741722,0,0,2.98013245,0,1.324503311,0,9.933774834,0,0,0,0.662251656,0,2.649006623,0,0,0,1.986754967,0,0.662251656,1.986754967,0,0,0,0,0,0,0,0,0,0.993377483,0,2.317880795,1.324503311,0,0,0,0,0,0,0,0,0.331125828,0,0,0.331125828,0,0,1.655629139,0,0.331125828,0,0,0,0,0,0
1235,6884,7863,7290,7313,0,0,0.684931507,0,0,0,0,0,0.684931507,6.164383562,0,0,0,4.452054795,0,0,0,0,0,0,0,0,0,8.219178082,29.45205479,19.52054795,0,0,3.424657534,0,3.424657534,0.342465753,12.67123288,0,0,0,0.342465753,0,1.02739726,0,0,0,0,0.342465753,0,3.082191781,0,0,0.342465753,0,0,0,0,0,0,0.684931507,0,1.02739726,2.739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684931507,0,0.684931507,0,0,0,0,0,0
1240,6884,7863,7290,7313,0,0,0.983606557,0,0.327868852,0,0,0.327868852,0.327868852,5.245901639,0,0,0,6.885245902,0,0,0,0,0,0,0,0.983606557,0,0.327868852,44.91803279,29.50819672,0,0,2.62295082,0,0,0,0.327868852,0,0,0,0.327868852,0,0.327868852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655737705,0,0.327868852,0,0,0,0,0,0,0,0,0,0,0,1.639344262,0,0,0,0.655737705,0,3.278688525,0,0,0,0,0,0
1245,6941,7939,7356,7381,0,0,3.246753247,0,0,0,0,0.324675325,0.649350649,13.96103896,0,0,0,12.66233766,0.974025974,0.324675325,0,0,0,0,0,0.324675325,0,0.649350649,26.2987013,26.2987013,0,0,2.922077922,0,0,0,1.623376623,0,0,0,0.324675325,0,0.649350649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.623376623,0,1.298701299,1.948051948,0,0,0,0,0,0,0,0,0,0,2.597402597,0,0,0,0,0,0.649350649,0,0.649350649,0,0,0,0
1250,6941,7939,7356,7381,0,0,5.666666667,0,1.333333333,0,0,1.333333333,1.333333333,7,0,0.333333333,0,13.33333333,1,0.333333333,0,0,0,0,0,0,0,1.666666667,21.66666667,30,0,0,3.333333333,0,0.666666667,0,3.333333333,0,0.333333333,0,0.666666667,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,2.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,1.333333333,0,0.333333333,0,0,0.333333333,0
1255,6987,7994,7409,7434,0,0,5.333333333,0,0,0,0,1.666666667,0.333333333,5,0,0.666666667,0,20,0.333333333,0,0,0,0,0,0,0,0,0,23.33333333,30,0,0,3.666666667,0,0,0.333333333,1.666666667,0.666666667,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0,1,0,0,0,0
1260,6987,7994,7409,7434,0,0,4.347826087,0.334448161,0,0,0,1.003344482,1.003344482,2.341137124,0,0.334448161,0,20.40133779,0,0,0,0,0,0,0,0.334448161,0,0,16.72240803,44.81605351,0,0,3.010033445,0,0,0,0.334448161,0.668896321,0,0,0,0,0.334448161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337792642,0,1.003344482,0.334448161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0,0,0,0,1.003344482,0
1280,7077,8121,7515,7538,0,0,2.666666667,0.666666667,0,0,0,3,0.666666667,0.666666667,0,0,0,15.66666667,0,0.333333333,0,0,0,0,0,0,0,0,17,47.66666667,0,0,4.333333333,0,0,0,0.666666667,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,1.666666667,0,0.333333333,0,0,0,0.333333333
1302,7185,8245,7638,7660,0,0,4,0.666666667,1,0,0,2.666666667,1,1,0,0.333333333,0,19.33333333,0,0,0,0,0,0,0,0,0,0.666666667,15.33333333,43,0,0,5.333333333,0,0,0,1,0.666666667,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333
1320,7254,8336,7721,7741,0,0,0.33557047,0,0.33557047,0,0,2.013422819,0.67114094,2.013422819,0,0,0,11.74496644,0,0,0,0,0,0,0,0.33557047,0,0.33557047,18.45637584,54.36241611,0,0,4.697986577,0,0,0,0,0.33557047,0.67114094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.013422819,0,0,0.33557047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006711409,0,0,0.33557047,0
1340,7336,8460,7819,7841,0,0,0.675675676,0,1.013513514,0,0,3.716216216,1.013513514,0.337837838,0,0.337837838,0,18.91891892,0,0,0,0,0,0,0,0.337837838,0,1.013513514,14.18918919,46.95945946,0,0,4.054054054,0,0,0,1.013513514,1.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.689189189,0,2.364864865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675675676,0,0.337837838,0,0,0.337837838,0
1360,7420,8582,7921,7941,0,0,0.336700337,0,1.346801347,0,0,3.367003367,1.346801347,0.336700337,0,0,0,6.397306397,0.336700337,0,0,0.336700337,0,0,0,0,0,0,11.78451178,68.01346801,0,0,1.683501684,0,0,0,0,0.336700337,0,0,0,0,0.673400673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673400673,0,3.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
